"insee","nom","pixels_total_1990","pixels_total_2000","pixels_total_2012","agri_1990","agri_2000","agri_2012","foret_1990","foret_2000","foret_2012","agri_adj_foret_1990","agri_adj_foret_2000","agri_adj_foret_2012","diff_agri_12_90","diff_foret_12_90","agri_to_foret_90_12","foret_to_agri_90_12","diff_agri_00_90","diff_foret_00_90","agri_to_foret_90_00","foret_to_agri_90_00","agri_to_foret_00_12","foret_to_agri_00_12","diff_agri_12_00","diff_foret_12_00"
"51531","Sermaize-les-Bains",618,552,564,336,392,391,124,28,28,2,4,4,55,-96,0,2,56,-96,0,2,0,0,-1,0
"51532","Sermiers",407,438,271,244,244,244,163,194,27,4,4,0,0,-136,0,0,0,31,0,0,0,0,0,-167
"51533","Servon-Melzicourt",1198,1198,938,600,598,642,571,573,267,47,37,36,42,-304,0,0,-2,2,0,0,0,0,44,-306
"51534","Serzy-et-Prin",204,212,213,68,76,77,110,110,110,2,2,2,9,0,0,0,8,0,0,0,0,0,1,0
"51535","Sézanne",656,773,789,346,456,424,22,22,22,0,0,0,78,0,0,0,110,0,0,0,0,0,-32,0
"51536","Sillery",256,257,290,125,125,121,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,0,-4,0
"51537","Sivry-Ante",372,292,264,345,263,234,0,2,2,0,0,0,-111,2,0,0,-82,2,0,0,0,0,-29,0
"51538","Sogny-aux-Moulins",105,101,142,105,101,142,0,0,0,0,0,0,37,0,0,0,-4,0,0,0,0,0,41,0
"51539","Sogny-en-l'Angle",392,403,403,392,403,403,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,0,0,0
"51542","Soizy-aux-Bois",41,59,41,41,41,41,0,18,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,-18
"51543","Somme-Bionne",48,48,44,28,28,28,20,20,16,0,0,0,0,-4,0,0,0,0,0,0,0,0,0,-4
"51544","Sommepy-Tahure",3437,3361,2965,100,49,27,3280,3255,2876,2,0,0,-73,-404,0,0,-51,-25,0,0,0,0,-22,-379
"51545","Sommesous",165,197,198,0,0,0,10,0,0,0,0,0,0,-10,0,0,0,-10,0,0,0,0,0,0
"51546","Somme-Suippe",1015,1015,854,0,23,23,939,916,741,0,0,0,23,-198,0,23,23,-23,0,23,0,0,0,-175
"51547","Somme-Tourbe",50,50,48,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51548","Somme-Vesle",86,86,87,0,0,1,22,22,22,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"51549","Somme-Yèvre",80,80,77,38,38,43,4,4,4,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0
"51550","Sompuis",1889,1889,1839,65,65,0,1782,1782,1781,0,0,0,-65,-1,0,0,0,0,0,0,0,0,-65,-1
"51551","Somsois",129,129,108,97,97,39,6,6,6,0,0,0,-58,0,0,0,0,0,0,0,0,0,-58,0
"51552","Songy",106,38,38,77,0,0,0,0,0,0,0,0,-77,0,0,0,-77,0,0,0,0,0,0,0
"51553","Souain-Perthes-lès-Hurlus",3863,3863,1610,0,0,0,3832,3832,1578,0,0,0,0,-2254,0,0,0,0,0,0,0,0,0,-2254
"51555","Soudé",343,337,331,0,0,0,282,276,269,0,0,0,0,-13,0,0,0,-6,0,0,0,0,0,-7
"51556","Soudron",87,87,89,2,2,2,30,30,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"51557","Soulanges",197,203,221,11,0,0,104,104,89,0,0,0,-11,-15,0,0,-11,0,0,0,0,0,0,-15
"51558","Soulières",96,116,97,96,96,97,0,20,0,0,0,0,1,0,0,0,0,20,0,0,0,0,1,-20
"51559","Suippes",2011,2018,1656,0,65,65,1718,1653,1257,0,20,20,65,-461,0,65,65,-65,0,65,0,0,0,-396
"51560","Suizy-le-Franc",121,127,127,102,108,108,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0
"51562","Taissy",324,336,356,210,212,212,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
"51563","Talus-Saint-Prix",146,226,141,123,123,118,0,80,0,0,18,0,-5,0,0,0,0,80,0,0,0,0,-5,-80
"51564","Val de Livre",480,520,509,426,426,453,1,41,1,0,0,0,27,0,0,0,0,40,0,0,0,0,27,-40
"51565","Thaas",88,67,66,83,67,66,5,0,0,5,0,0,-17,-5,0,0,-16,-5,0,0,0,0,-1,0
"51566","Thibie",41,41,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51567","Thiéblemont-Farémont",128,120,145,93,63,66,0,0,0,0,0,0,-27,0,0,0,-30,0,0,0,0,0,3,0
"51568","Thil",108,108,108,76,76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51569","Thillois",36,60,146,0,0,0,0,0,36,0,0,0,0,36,0,0,0,0,0,0,0,0,0,36
"51570","Le Thoult-Trosnay",236,213,212,236,213,212,0,0,0,0,0,0,-24,0,0,0,-23,0,0,0,0,0,-1,0
"51571","Val-de-Vesle",218,292,294,35,35,35,137,211,205,0,5,11,0,68,0,0,0,74,0,0,0,0,0,-6
"51572","Tilloy-et-Bellay",32,32,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51573","Tinqueux",423,428,435,119,94,18,0,0,0,0,0,0,-101,0,0,0,-25,0,0,0,0,0,-76,0
"51574","Togny-aux-Bœufs",205,190,193,159,144,143,27,27,0,0,0,0,-16,-27,0,0,-15,0,0,0,0,0,-1,-27
"51576","Tours-sur-Marne",278,232,261,166,138,136,0,0,0,0,0,0,-30,0,0,0,-28,0,0,0,0,0,-2,0
"51577","Tramery",53,53,106,53,53,48,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,-5,0
"51578","Trécon",28,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51579","Tréfols",26,48,49,26,48,49,0,0,0,0,0,0,23,0,0,0,22,0,0,0,0,0,1,0
"51580","Trépail",453,481,400,351,311,311,75,143,61,31,19,19,-40,-14,0,2,-40,68,0,0,0,2,0,-82
"51581","Treslon",90,90,90,90,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51582","Trigny",273,249,303,246,220,221,0,0,52,0,0,0,-25,52,0,0,-26,0,0,0,0,0,1,52
"51583","Trois-Fontaines-l'Abbaye",1026,1037,481,364,337,353,662,700,128,6,3,0,-11,-534,0,0,-27,38,0,0,0,0,16,-572
"51584","Trois-Puits",79,83,116,72,72,74,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0
"51585","Troissy",574,632,620,463,463,473,66,124,102,0,0,0,10,36,0,0,0,58,0,0,0,0,10,-22
"51586","Unchair",135,135,133,118,118,116,17,17,17,0,0,0,-2,0,0,0,0,0,0,0,0,0,-2,0
"51587","Vadenay",1319,1319,1311,0,0,0,1276,1276,1261,0,0,0,0,-15,0,0,0,0,0,0,0,0,0,-15
"51588","Valmy",146,146,131,55,55,56,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"51589","Vanault-le-Châtel",287,240,240,182,135,141,73,73,67,0,0,0,-41,-6,0,0,-47,0,0,0,0,0,6,-6
"51590","Vanault-les-Dames",317,358,350,277,318,310,0,0,0,0,0,0,33,0,0,0,41,0,0,0,0,0,-8,0
"51591","Vandeuil",99,99,105,58,58,59,34,34,34,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"51592","Vandières",387,379,378,356,348,347,0,0,0,0,0,0,-9,0,0,0,-8,0,0,0,0,0,-1,0
"51594","Vassimont-et-Chapelaine",115,215,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51595","Vatry",66,65,65,34,34,33,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0
"51596","Vauchamps",73,62,164,43,4,132,0,26,0,0,0,0,89,0,0,0,-39,26,0,0,0,0,128,-26
"51597","Vauciennes",249,246,247,225,222,223,0,0,0,0,0,0,-2,0,0,0,-3,0,0,0,0,0,1,0
"51598","Vauclerc",59,61,82,33,33,17,0,0,0,0,0,0,-16,0,0,0,0,0,0,0,0,0,-16,0
"51599","Vaudemange",116,117,124,55,55,54,37,37,37,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0
"51600","Vaudesincourt",11,11,39,0,0,0,11,11,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"51601","Vavray-le-Grand",157,195,196,107,145,152,16,16,15,0,19,19,45,-1,0,0,38,0,0,0,0,0,7,-1
"51602","Vavray-le-Petit",81,109,108,55,83,108,0,0,0,0,0,0,53,0,0,0,28,0,0,0,0,0,25,0
"51603","Vélye",89,89,92,25,25,25,27,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51604","Ventelay",187,206,206,183,202,202,4,4,4,0,0,0,19,0,0,0,19,0,0,0,0,0,0,0
"51605","Venteuil",422,396,392,275,280,285,114,83,74,3,3,4,10,-40,0,1,5,-31,0,0,0,1,5,-9
"51607","Verdon",253,203,199,253,203,199,0,0,0,0,0,0,-54,0,0,0,-50,0,0,0,0,0,-4,0
"51608","Vernancourt",475,443,439,475,443,439,0,0,0,0,0,0,-36,0,0,0,-32,0,0,0,0,0,-4,0
"51609","Verneuil",557,602,617,497,542,545,0,0,0,0,0,0,48,0,0,0,45,0,0,0,0,0,3,0
"51610","Verrières",243,243,264,198,198,218,7,7,3,10,10,4,20,-4,0,0,0,0,0,0,0,0,20,-4
"51611","Vert-Toulon",217,206,293,113,142,216,63,23,23,0,0,0,103,-40,0,7,29,-40,0,0,0,0,74,0
"51612","Blancs-Coteaux",1775,2059,2048,1423,1492,1578,182,372,208,46,46,47,155,26,0,0,69,190,0,0,0,0,86,-164
"51613","Verzenay",531,536,536,497,497,499,2,7,2,0,0,0,2,0,0,0,0,5,0,0,0,0,2,-5
"51614","Verzy",656,723,639,463,463,456,164,231,144,0,0,0,-7,-20,0,0,0,67,0,0,0,0,-7,-87
"51616","Vésigneul-sur-Marne",183,183,192,130,130,129,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0
"51617","La Veuve",278,283,324,6,6,6,175,175,174,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1
"51618","Le Vézier",56,66,37,56,66,37,0,0,0,0,0,0,-19,0,0,0,10,0,0,0,0,0,-29,0
"51619","Le Vieil-Dampierre",323,395,257,291,279,191,0,84,34,0,2,0,-100,34,0,0,-12,84,0,0,0,0,-88,-50
"51620","Vienne-la-Ville",613,515,516,545,447,442,39,39,39,37,15,15,-103,0,0,0,-98,0,0,0,0,0,-5,0
"51621","Vienne-le-Château",2516,2585,2582,310,283,282,2165,2261,2258,61,68,69,-28,93,2,1,-27,96,0,0,2,1,-1,-3
"51622","Ville-Dommange",286,308,308,236,258,259,23,23,23,7,16,16,23,0,0,0,22,0,0,0,0,0,1,0
"51623","Ville-en-Selve",59,61,60,41,41,41,18,20,19,0,0,0,0,1,0,0,0,2,0,0,0,0,0,-1
"51624","Ville-en-Tardenois",90,77,85,48,48,48,13,0,0,0,0,0,0,-13,0,0,0,-13,0,0,0,0,0,0
"51625","Villeneuve-la-Lionne",151,108,108,151,108,108,0,0,0,0,0,0,-43,0,0,0,-43,0,0,0,0,0,0,0
"51626","La Villeneuve-lès-Charleville",60,96,90,60,60,60,0,36,30,0,5,5,0,30,0,0,0,36,0,0,0,0,0,-6
"51627","Villeneuve-Renneville-Chevigny",225,225,225,167,167,162,4,4,4,0,0,0,-5,0,0,0,0,0,0,0,0,0,-5,0
"51628","Villeneuve-Saint-Vistre-et-Villevotte",71,71,69,42,42,40,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,-2,0
"51629","Villers-Allerand",351,389,254,240,240,242,111,149,12,0,0,0,2,-99,0,0,0,38,0,0,0,0,2,-137
"51630","Villers-aux-Bois",32,98,98,6,72,67,0,0,0,0,0,0,61,0,0,0,66,0,0,0,0,0,-5,0
"51631","Villers-aux-Nœuds",23,26,98,23,23,57,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0
"51632","Villers-en-Argonne",718,687,674,662,647,635,23,7,0,4,0,0,-27,-23,0,0,-15,-16,0,0,0,0,-12,-7
"51633","Villers-Franqueux",56,56,56,27,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51634","Villers-le-Château",67,25,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51635","Villers-le-Sec",344,344,281,319,302,233,0,17,23,0,16,5,-86,23,16,0,-17,17,17,0,1,0,-69,6
"51636","Villers-Marmery",443,485,444,285,279,289,129,177,126,24,20,19,4,-3,0,0,-6,48,0,0,0,0,10,-51
"51638","Villeseneux",253,253,256,88,88,85,132,132,137,0,0,0,-3,5,0,0,0,0,0,0,0,0,-3,5
"51639","La Ville-sous-Orbais",226,239,194,226,239,194,0,0,0,0,0,0,-32,0,0,0,13,0,0,0,0,0,-45,0
"51640","Ville-sur-Tourbe",155,131,131,75,88,94,46,6,7,4,0,0,19,-39,0,0,13,-40,0,0,0,0,6,1
"51641","Villevenard",233,233,233,197,197,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51642","Villiers-aux-Corneilles",31,31,30,31,31,30,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0
"51643","Vinay",259,274,291,226,226,234,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0
"51644","Vincelles",210,214,224,167,171,181,0,0,0,0,0,0,14,0,0,0,4,0,0,0,0,0,10,0
"51645","Vindey",174,229,197,136,136,136,37,92,59,24,33,33,0,22,0,0,0,55,0,0,0,0,0,-33
"51646","Virginy",402,218,224,368,184,194,0,0,0,0,0,0,-174,0,0,0,-184,0,0,0,0,0,10,0
"51647","Vitry-en-Perthois",548,434,418,450,391,337,0,0,0,0,0,0,-113,0,0,0,-59,0,0,0,0,0,-54,0
"51648","Vitry-la-Ville",268,88,106,224,44,43,6,6,0,0,0,0,-181,-6,0,0,-180,0,0,0,0,0,-1,-6
"51649","Vitry-le-François",548,571,581,77,51,39,0,0,0,0,0,0,-38,0,0,0,-26,0,0,0,0,0,-12,0
"51650","Voilemont",112,102,103,112,102,103,0,0,0,0,0,0,-9,0,0,0,-10,0,0,0,0,0,1,0
"51652","Vouarces",101,95,96,93,95,96,8,0,0,8,0,0,3,-8,0,0,2,-8,0,0,0,0,1,0
"51654","Vouillers",110,87,83,87,60,60,0,4,0,0,0,0,-27,0,0,0,-27,4,0,0,0,0,0,-4
"51655","Vouzy",74,74,75,43,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51656","Vraux",105,67,53,25,25,0,0,0,0,0,0,0,-25,0,0,0,0,0,0,0,0,0,-25,0
"51657","Vrigny",199,199,246,133,133,131,66,66,67,22,22,21,-2,1,1,0,0,0,0,0,1,0,-2,1
"51658","Vroil",584,510,515,584,483,483,0,0,0,0,0,0,-101,0,0,0,-101,0,0,0,0,0,0,0
"51659","Wargemoulin-Hurlus",1206,1206,947,50,50,50,1156,1156,897,0,0,0,0,-259,0,0,0,0,0,0,0,0,0,-259
"51660","Warmeriville",230,230,229,0,0,0,108,108,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51662","Witry-lès-Reims",131,196,219,10,10,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"51663","Magenta",92,92,99,14,14,13,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0
"52001","Ageville",557,444,445,531,418,406,0,0,0,0,0,0,-125,0,0,0,-113,0,0,0,0,0,-12,0
"52002","Aigremont",233,233,233,233,233,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52003","Aillianville",402,585,564,189,183,171,188,377,369,4,4,5,-18,181,0,1,-6,189,0,0,0,1,-12,-8
"52004","Aingoulaincourt",80,80,86,49,49,49,31,31,37,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6
"52005","Aizanville",120,120,123,43,43,44,77,77,79,9,9,9,1,2,0,0,0,0,0,0,0,0,1,2
"52006","Allichamps",161,68,68,135,42,42,0,0,0,0,0,0,-93,0,0,0,-93,0,0,0,0,0,0,0
"52007","Ambonville",394,402,333,328,336,268,66,66,65,13,13,13,-60,-1,0,0,8,0,0,0,0,0,-68,-1
"52008","Andelot-Blancheville",713,806,797,558,610,603,98,139,109,15,30,30,45,11,0,0,52,41,0,0,0,0,-7,-30
"52009","Andilly-en-Bassigny",516,516,517,489,489,490,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"52011","Annéville-la-Prairie",124,97,97,118,91,89,6,6,8,0,0,0,-29,2,0,0,-27,0,0,0,0,0,-2,2
"52012","Annonville",123,123,122,123,123,122,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0
"52013","Anrosey",459,468,460,430,439,431,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,-8,0
"52014","Aprey",425,425,426,374,374,374,28,28,28,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"52015","Arbigny-sous-Varennes",573,567,567,573,567,542,0,0,0,0,0,0,-31,0,0,0,-6,0,0,0,0,0,-25,0
"52016","Arbot",342,342,371,262,262,261,80,80,110,45,45,45,-1,30,0,0,0,0,0,0,0,0,-1,30
"52017","Arc-en-Barrois",467,583,460,98,150,152,212,276,146,16,16,16,54,-66,0,0,52,64,0,0,0,0,2,-130
"52019","Arnancourt",114,165,141,114,139,141,0,26,0,0,0,0,27,0,0,0,25,26,0,0,0,0,2,-26
"52021","Attancourt",223,320,231,196,218,194,0,75,6,0,0,0,-2,6,0,0,22,75,0,0,0,0,-24,-69
"52022","Aubepierre-sur-Aube",460,492,493,197,255,255,236,210,211,3,43,43,58,-25,0,0,58,-26,0,0,0,0,0,1
"52023","Auberive",1491,1604,1600,765,751,799,701,828,772,52,57,55,34,71,1,0,-14,127,0,0,1,0,48,-56
"52025","Audeloncourt",790,767,756,790,767,756,0,0,0,0,0,0,-34,0,0,0,-23,0,0,0,0,0,-11,0
"52027","Aujeurres",372,372,371,255,255,253,94,94,94,21,21,21,-2,0,0,0,0,0,0,0,0,0,-2,0
"52028","Aulnoy-sur-Aube",332,332,335,314,314,314,18,18,21,7,7,8,0,3,0,0,0,0,0,0,0,0,0,3
"52029","Autigny-le-Grand",88,93,86,87,87,85,1,6,1,0,0,0,-2,0,0,0,0,5,0,0,0,0,-2,-5
"52030","Autigny-le-Petit",63,63,63,63,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52031","Autreville-sur-la-Renne",839,900,901,292,376,376,494,471,470,13,16,16,84,-24,0,0,84,-23,0,0,0,0,0,-1
"52033","Avrecourt",617,624,623,592,599,598,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,-1,0
"52034","Bailly-aux-Forges",208,208,209,208,208,209,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"52035","Baissey",679,679,680,651,651,646,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,-5,0
"52037","Bannes",623,643,637,591,611,605,0,0,0,0,0,0,14,0,0,0,20,0,0,0,0,0,-6,0
"52038","Bassoncourt",678,678,679,678,678,679,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"52039","Baudrecourt",107,101,97,107,101,97,0,0,0,0,0,0,-10,0,0,0,-6,0,0,0,0,0,-4,0
"52040","Bay-sur-Aube",422,422,459,392,392,385,30,30,74,8,8,13,-7,44,0,0,0,0,0,0,0,0,-7,44
"52042","Beauchemin",444,399,355,371,326,282,23,23,23,21,16,16,-89,0,0,0,-45,0,0,0,0,0,-44,0
"52043","Belmont",515,511,512,515,511,512,0,0,0,0,0,0,-3,0,0,0,-4,0,0,0,0,0,1,0
"52044","Roches-Bettaincourt",590,930,715,379,379,382,163,503,287,4,8,0,3,124,0,0,0,340,0,0,0,0,3,-216
"52045","Bettancourt-la-Ferrée",173,166,242,41,25,46,0,0,0,0,0,0,5,0,0,0,-16,0,0,0,0,0,21,0
"52047","Beurville",293,293,292,144,143,143,149,150,149,0,0,0,-1,0,0,0,-1,1,0,0,0,0,0,-1
"52050","Biesles",443,436,346,311,301,193,32,35,34,0,0,0,-118,2,0,0,-10,3,0,0,0,0,-108,-1
"52051","Bize",190,190,152,190,190,152,0,0,0,0,0,0,-38,0,0,0,0,0,0,0,0,0,-38,0
"52053","Blaisy",58,58,58,58,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52055","Blécourt",48,55,49,48,55,49,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,-6,0
"52056","Blessonville",65,56,56,27,27,28,10,1,0,0,0,0,1,-10,0,0,0,-9,0,0,0,0,1,-1
"52057","Blumeray",28,52,30,2,2,2,1,25,1,0,0,0,0,0,0,0,0,24,0,0,0,0,0,-24
"52058","Bologne",1196,1198,1209,863,865,837,189,189,189,41,41,40,-26,0,0,0,2,0,0,0,0,0,-28,0
"52059","Bonnecourt",716,658,578,691,633,553,0,0,0,0,0,0,-138,0,0,0,-58,0,0,0,0,0,-80,0
"52060","Bourbonne-les-Bains",3575,3463,3492,2693,2659,2649,670,592,593,171,177,178,-44,-77,0,26,-34,-78,0,0,0,1,-10,1
"52061","Bourdons-sur-Rognon",690,1161,778,530,502,498,135,634,255,0,16,0,-32,120,0,0,-28,499,0,0,0,0,-4,-379
"52062","Bourg",326,314,313,322,310,309,0,0,0,0,0,0,-13,0,0,0,-12,0,0,0,0,0,-1,0
"52063","Bourg-Sainte-Marie",499,499,497,499,499,497,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,-2,0
"52064","Bourmont-entre-Meuse-et-Mouzon",1868,1853,1866,1754,1739,1744,84,84,84,22,22,22,-10,0,0,0,-15,0,0,0,0,0,5,0
"52065","Bouzancourt",141,165,141,141,141,141,0,24,0,0,3,0,0,0,0,0,0,24,0,0,0,0,0,-24
"52066","Brachay",168,168,148,159,159,139,9,9,9,0,0,0,-20,0,0,0,0,0,0,0,0,0,-20,0
"52067","Brainville-sur-Meuse",456,397,395,456,397,395,0,0,0,0,0,0,-61,0,0,0,-59,0,0,0,0,0,-2,0
"52069","Braux-le-Châtel",321,305,302,124,108,106,171,171,170,24,22,21,-18,-1,0,0,-16,0,0,0,0,0,-2,-1
"52070","Brennes",295,295,294,295,295,294,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0
"52072","Brethenay",176,176,185,115,115,75,61,61,62,17,17,17,-40,1,0,0,0,0,0,0,0,0,-40,1
"52074","Breuvannes-en-Bassigny",3467,3446,3543,3187,3158,3134,119,119,230,17,17,63,-53,111,1,0,-29,0,0,0,1,0,-24,111
"52075","Briaucourt",271,271,270,167,167,166,104,104,104,11,11,11,-1,0,0,0,0,0,0,0,0,0,-1,0
"52076","Bricon",216,216,228,64,64,64,119,119,118,8,8,8,0,-1,0,0,0,0,0,0,0,0,0,-1
"52079","Brousseval",212,203,194,186,131,86,0,0,0,0,0,0,-100,0,0,0,-55,0,0,0,0,0,-45,0
"52082","Bugnières",148,160,83,56,56,25,92,104,26,8,8,0,-31,-66,0,0,0,12,0,0,0,0,-31,-78
"52083","Champsevraine",1922,1947,1847,1753,1741,1756,86,120,0,9,9,0,3,-86,0,0,-12,34,0,0,0,0,15,-120
"52084","Busson",54,186,149,54,54,48,0,132,101,0,0,0,-6,101,0,0,0,132,0,0,0,0,-6,-31
"52085","Buxières-lès-Clefmont",294,280,281,290,275,275,4,5,6,1,5,5,-15,2,0,0,-15,1,0,0,0,0,0,1
"52087","Buxières-lès-Villiers",296,253,262,245,202,210,51,51,52,53,39,38,-35,1,2,1,-43,0,0,0,2,1,8,1
"52088","Ceffonds",1702,1527,1406,1563,1396,1222,73,65,71,20,20,19,-341,-2,0,0,-167,-8,0,0,0,0,-174,6
"52089","Celles-en-Bassigny",645,637,637,620,612,612,0,0,0,0,0,0,-8,0,0,0,-8,0,0,0,0,0,0,0
"52090","Celsoy",403,419,418,403,419,418,0,0,0,0,0,0,15,0,0,0,16,0,0,0,0,0,-1,0
"52091","Cerisières",107,94,93,76,63,62,31,31,31,0,0,0,-14,0,0,0,-13,0,0,0,0,0,-1,0
"52092","Chalancey",484,456,457,383,355,354,76,76,76,0,0,0,-29,0,0,0,-28,0,0,0,0,0,-1,0
"52093","Chalindrey",1039,1043,1076,835,839,841,3,3,4,0,0,0,6,1,0,0,4,0,0,0,0,0,2,1
"52094","Vals-des-Tilles",1265,1217,1211,1158,1110,1104,107,107,107,25,25,31,-54,0,0,0,-48,0,0,0,0,0,-6,0
"52095","Chalvraines",651,627,625,328,300,299,298,302,301,0,0,0,-29,3,0,0,-28,4,0,0,0,0,-1,-1
"52097","Chambroncourt",107,98,97,85,76,75,22,22,22,0,0,0,-10,0,0,0,-9,0,0,0,0,0,-1,0
"52099","Chamouilley",129,129,130,69,69,63,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,0,-6,0
"52101","Champigneulles-en-Bassigny",588,585,750,588,585,584,0,0,166,0,0,40,-4,166,2,0,-3,0,0,0,2,0,-1,166
"52102","Champigny-lès-Langres",395,375,277,349,327,226,0,0,0,0,0,0,-123,0,0,0,-22,0,0,0,0,0,-101,0
"52103","Champigny-sous-Varennes",348,327,326,319,298,297,0,0,0,0,0,0,-22,0,0,0,-21,0,0,0,0,0,-1,0
"52104","Chancenay",301,274,212,204,159,140,49,67,0,0,0,0,-64,-49,0,0,-45,18,0,0,0,0,-19,-67
"52105","Changey",410,425,426,410,425,426,0,0,0,0,0,0,16,0,0,0,15,0,0,0,0,0,1,0
"52106","Chanoy",214,214,214,214,214,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52107","Chantraines",163,163,160,160,160,157,3,3,3,0,0,0,-3,0,0,0,0,0,0,0,0,0,-3,0
"52108","Charmes",333,333,338,333,333,311,0,0,0,0,0,0,-22,0,0,0,0,0,0,0,0,0,-22,0
"52109","Charmes-en-l'Angle",81,47,47,41,41,42,40,6,5,0,0,0,1,-35,0,0,0,-34,0,0,0,0,1,-1
"52110","Charmes-la-Grande",141,218,219,62,139,139,79,79,80,16,36,36,77,1,0,0,77,0,0,0,0,0,0,1
"52113","Chassigny",475,409,434,403,337,344,43,43,43,0,0,0,-59,0,0,0,-66,0,0,0,0,0,7,0
"52114","Châteauvillain",1516,1644,1361,455,641,543,886,858,657,128,139,124,88,-229,0,0,186,-28,0,0,4,0,-98,-201
"52115","Chatenay-Mâcheron",451,468,469,435,452,453,0,0,0,0,0,0,18,0,0,0,17,0,0,0,0,0,1,0
"52116","Chatenay-Vaudin",334,338,338,334,338,338,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0
"52118","Chatonrupt-Sommermont",96,121,119,96,96,95,0,25,0,0,0,0,-1,0,0,0,0,25,0,0,0,0,-1,-25
"52119","Chaudenay",332,332,329,296,296,287,0,0,0,0,0,0,-9,0,0,0,0,0,0,0,0,0,-9,0
"52120","Chauffourt",524,524,492,492,490,458,0,0,0,0,0,0,-34,0,0,0,-2,0,0,0,0,0,-32,0
"52121","Chaumont",2133,2072,2173,625,616,616,510,447,431,64,64,67,-9,-79,1,1,-9,-63,0,0,1,1,0,-16
"52122","Chaumont-la-Ville",911,911,909,884,884,882,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,-2,0
"52123","Chevillon",634,707,643,425,428,418,88,158,91,0,2,2,-7,3,0,0,3,70,0,0,0,0,-10,-67
"52124","Chézeaux",595,595,596,566,566,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
