"insee","nom","pixels_total_1990","pixels_total_2000","pixels_total_2012","agri_1990","agri_2000","agri_2012","foret_1990","foret_2000","foret_2012","agri_adj_foret_1990","agri_adj_foret_2000","agri_adj_foret_2012","diff_agri_12_90","diff_foret_12_90","agri_to_foret_90_12","foret_to_agri_90_12","diff_agri_00_90","diff_foret_00_90","agri_to_foret_90_00","foret_to_agri_90_00","agri_to_foret_00_12","foret_to_agri_00_12","diff_agri_12_00","diff_foret_12_00"
"14207","Croisilles",468,467,494,468,467,432,0,0,24,0,0,10,-36,24,7,0,-1,0,0,0,7,0,-35,24
"14209","Crouay",667,632,633,632,597,598,4,4,4,7,7,7,-34,0,0,0,-35,0,0,0,0,0,1,0
"14211","Culey-le-Patry",408,427,436,364,383,384,44,44,52,17,17,17,20,8,0,0,19,0,0,0,0,0,1,8
"14214","Cussy",152,177,186,117,142,149,0,0,0,0,0,0,32,0,0,0,25,0,0,0,0,0,7,0
"14215","Cuverville",51,66,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14216","Damblainville",177,164,171,91,78,78,59,59,59,18,14,14,-13,0,0,0,-13,0,0,0,0,0,0,0
"14218","Danestal",668,668,668,668,668,632,0,0,0,0,0,0,-36,0,0,0,0,0,0,0,0,0,-36,0
"14220","Deauville",349,349,384,30,24,10,24,24,24,0,0,0,-20,0,0,0,-6,0,0,0,0,0,-14,0
"14221","Démouville",104,121,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14223","Le Détroit",319,274,274,319,274,274,0,0,0,0,0,0,-45,0,0,0,-45,0,0,0,0,0,0,0
"14224","Deux-Jumeaux",269,355,353,269,355,353,0,0,0,0,0,0,84,0,0,0,86,0,0,0,0,0,-2,0
"14225","Dives-sur-Mer",672,672,665,419,419,380,1,1,0,0,0,0,-39,-1,0,0,0,0,0,0,0,0,-39,-1
"14226","Donnay",537,488,471,299,336,288,238,152,153,35,30,30,-11,-85,0,0,37,-86,0,0,0,0,-48,1
"14227","Douville-en-Auge",600,638,638,600,638,638,0,0,0,0,0,0,38,0,0,0,38,0,0,0,0,0,0,0
"14228","Douvres-la-Délivrande",230,230,280,23,23,22,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0
"14229","Dozulé",458,458,457,372,372,337,0,0,0,0,0,0,-35,0,0,0,0,0,0,0,0,0,-35,0
"14230","Drubec",325,320,319,325,320,319,0,0,0,0,0,0,-6,0,0,0,-5,0,0,0,0,0,-1,0
"14231","Beaufour-Druval",1108,1143,1146,1108,1143,1146,0,0,0,0,0,0,38,0,0,0,35,0,0,0,0,0,3,0
"14232","Ducy-Sainte-Marguerite",101,177,184,101,177,184,0,0,0,0,0,0,83,0,0,0,76,0,0,0,0,0,7,0
"14236","Ellon",456,480,503,456,480,503,0,0,0,0,0,0,47,0,0,0,24,0,0,0,0,0,23,0
"14237","Émiéville",64,64,67,64,64,33,0,0,0,0,0,0,-31,0,0,0,0,0,0,0,0,0,-31,0
"14238","Englesqueville-en-Auge",282,377,377,282,377,377,0,0,0,0,0,0,95,0,0,0,95,0,0,0,0,0,0,0
"14239","Englesqueville-la-Percée",569,555,558,569,555,558,0,0,0,0,0,0,-11,0,0,0,-14,0,0,0,0,0,3,0
"14240","Épaney",283,283,225,135,135,83,86,86,86,10,10,0,-52,0,0,0,0,0,0,0,0,0,-52,0
"14241","Épinay-sur-Odon",391,503,505,349,461,463,0,0,0,0,0,0,114,0,0,0,112,0,0,0,0,0,2,0
"14242","Épron",91,96,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14243","Équemauville",566,561,549,504,499,464,0,0,0,0,0,0,-40,0,0,0,-5,0,0,0,0,0,-35,0
"14244","Eraines",119,126,128,85,92,92,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0
"14245","Ernes",57,57,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14246","Escoville",38,55,65,14,31,31,0,0,0,0,0,0,17,0,0,0,17,0,0,0,0,0,0,0
"14248","Espins",245,245,244,245,245,244,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0
"14249","Esquay-Notre-Dame",63,63,82,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14250","Esquay-sur-Seulles",240,244,269,134,134,97,0,0,0,0,0,0,-37,0,0,0,0,0,0,0,0,0,-37,0
"14251","Esson",339,398,381,311,370,325,1,1,8,0,0,8,14,7,0,0,59,0,0,0,0,0,-45,7
"14252","Estrées-la-Campagne",59,59,75,25,25,18,34,34,33,0,0,0,-7,-1,0,0,0,0,0,0,0,0,-7,-1
"14254","Éterville",85,110,122,46,46,45,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0
"14256","Étréham",219,345,330,219,345,330,0,0,0,0,0,0,111,0,0,0,126,0,0,0,0,0,-15,0
"14257","Évrecy",266,279,320,208,208,212,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0
"14258","Falaise",743,797,929,361,412,470,0,0,0,0,0,0,109,0,0,0,51,0,0,0,0,0,58,0
"14260","Fauguernon",423,497,497,423,497,497,0,0,0,0,0,0,74,0,0,0,74,0,0,0,0,0,0,0
"14261","Le Faulq",298,298,289,273,273,264,25,25,25,23,23,23,-9,0,0,0,0,0,0,0,0,0,-9,0
"14266","Feuguerolles-Bully",277,362,372,166,251,234,0,0,0,0,0,0,68,0,0,0,85,0,0,0,0,0,-17,0
"14269","Fierville-les-Parcs",380,379,379,377,376,376,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0
"14270","Firfol",303,303,309,303,303,309,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0
"14271","Fleury-sur-Orne",267,397,476,85,205,185,0,0,0,0,0,0,100,0,0,0,120,0,0,0,0,0,-20,0
"14272","La Folie",669,703,704,669,703,704,0,0,0,0,0,0,35,0,0,0,34,0,0,0,0,0,1,0
"14273","La Folletière-Abenon",585,560,559,497,472,471,88,88,88,72,72,72,-26,0,0,0,-25,0,0,0,0,0,-1,0
"14274","Fontaine-Étoupefour",187,187,187,96,91,72,0,0,0,0,0,0,-24,0,0,0,-5,0,0,0,0,0,-19,0
"14275","Fontaine-Henry",44,44,46,9,9,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"14276","Fontaine-le-Pin",231,335,336,208,312,313,23,23,23,13,19,19,105,0,0,0,104,0,0,0,0,0,1,0
"14277","Fontenay-le-Marmion",97,109,130,4,5,7,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,2,0
"14278","Fontenay-le-Pesnel",290,295,287,236,241,206,0,0,0,0,0,0,-30,0,0,0,5,0,0,0,0,0,-35,0
"14280","Formentin",456,433,467,456,433,467,0,0,0,0,0,0,11,0,0,0,-23,0,0,0,0,0,34,0
"14281","Formigny La Bataille",1913,1904,1892,1907,1898,1886,6,6,6,0,0,0,-21,0,0,0,-9,0,0,0,0,0,-12,0
"14282","Foulognes",295,322,267,295,322,267,0,0,0,0,0,0,-28,0,0,0,27,0,0,0,0,0,-55,0
"14283","Fourches",111,111,116,81,81,80,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0
"14284","Fourneaux-le-Val",322,335,346,320,333,344,2,2,2,5,5,5,24,0,0,0,13,0,0,0,0,0,11,0
"14285","Le Fournet",187,193,157,187,193,157,0,0,0,0,0,0,-30,0,0,0,6,0,0,0,0,0,-36,0
"14286","Fourneville",707,676,621,707,676,621,0,0,0,0,0,0,-86,0,0,0,-31,0,0,0,0,0,-55,0
"14287","Frénouville",97,97,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14288","Le Fresne-Camilly",103,91,125,55,43,63,0,0,0,0,0,0,8,0,0,0,-12,0,0,0,0,0,20,0
"14289","Fresné-la-Mère",242,247,247,215,220,220,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0
"14290","Fresney-le-Puceux",231,248,270,143,158,137,0,0,0,0,0,0,-6,0,0,0,15,0,0,0,0,0,-21,0
"14291","Fresney-le-Vieux",29,29,29,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14293","Fumichon",327,392,394,327,392,394,0,0,0,0,0,0,67,0,0,0,65,0,0,0,0,0,2,0
"14297","Gavrus",37,27,35,37,2,3,0,0,0,0,0,0,-34,0,0,0,-35,0,0,0,0,0,1,0
"14298","Géfosse-Fontenay",865,776,774,865,750,749,0,0,0,0,0,0,-116,0,0,0,-115,0,0,0,0,0,-1,0
"14299","Genneville",728,698,711,728,698,680,0,0,0,0,0,0,-48,0,0,0,-30,0,0,0,0,0,-18,0
"14301","Giberville",253,265,302,6,6,3,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,-3,0
"14302","Glanville",726,738,738,726,738,738,0,0,0,0,0,0,12,0,0,0,12,0,0,0,0,0,0,0
"14303","Glos",1138,1138,1160,1075,1075,1083,2,2,2,7,7,7,8,0,0,0,0,0,0,0,0,0,8,0
"14304","Gonneville-sur-Honfleur",709,667,652,709,667,652,0,0,0,0,0,0,-57,0,0,0,-42,0,0,0,0,0,-15,0
"14305","Gonneville-sur-Mer",1361,1365,1365,1313,1273,1088,31,31,31,2,2,1,-225,0,0,0,-40,0,0,0,0,0,-185,0
"14306","Gonneville-en-Auge",285,319,326,226,260,259,0,0,0,0,0,0,33,0,0,0,34,0,0,0,0,0,-1,0
"14308","Goustranville",697,828,832,697,828,832,0,0,0,0,0,0,135,0,0,0,131,0,0,0,0,0,4,0
"14309","Gouvix",188,189,196,88,89,82,46,46,46,0,0,0,-6,0,0,0,1,0,0,0,0,0,-7,0
"14310","Grainville-Langannerie",84,84,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14311","Grainville-sur-Odon",77,81,65,18,17,0,0,0,0,0,0,0,-18,0,0,0,-1,0,0,0,0,0,-17,0
"14312","Grandcamp-Maisy",984,1057,1065,854,906,883,0,0,0,0,0,0,29,0,0,0,52,0,0,0,0,0,-23,0
"14316","Grangues",650,716,672,650,716,636,0,0,0,0,0,0,-14,0,0,0,66,0,0,0,0,0,-80,0
"14318","Graye-sur-Mer",221,221,196,133,133,133,29,29,0,19,19,0,0,-29,0,0,0,0,0,0,0,0,0,-29
"14319","Grentheville",89,92,107,26,10,10,0,0,0,0,0,0,-16,0,0,0,-16,0,0,0,0,0,0,0
"14320","Grimbosq",314,317,295,279,282,245,0,0,0,0,0,0,-34,0,0,0,3,0,0,0,0,0,-37,0
"14322","Guéron",337,370,390,335,368,388,0,0,0,0,0,0,53,0,0,0,33,0,0,0,0,0,20,0
"14325","Hermanville-sur-Mer",269,269,273,94,94,85,23,23,0,0,0,0,-9,-23,0,0,0,0,0,0,0,0,-9,-23
"14326","Hermival-les-Vaux",995,977,1004,949,931,917,0,0,0,0,0,0,-32,0,0,0,-18,0,0,0,0,0,-14,0
"14327","Hérouville-Saint-Clair",837,863,873,43,43,43,55,69,69,0,0,0,0,14,0,0,0,14,0,0,0,0,0,0
"14328","Hérouvillette",72,123,129,0,51,51,0,0,0,0,0,0,51,0,0,0,51,0,0,0,0,0,0,0
"14329","Heuland",327,327,328,327,327,328,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"14332","La Hoguette",1682,1738,1763,1112,1146,1168,556,578,581,240,246,245,56,25,1,0,34,22,0,0,1,0,22,3
"14333","Honfleur",1311,1263,1336,746,687,643,147,85,32,27,24,9,-103,-115,0,77,-59,-62,0,36,0,41,-44,-53
"14334","L'Hôtellerie",360,346,321,360,346,321,0,0,0,0,0,0,-39,0,0,0,-14,0,0,0,0,0,-25,0
"14335","Hotot-en-Auge",2134,2206,2150,2055,2165,2143,45,7,7,63,20,20,88,-38,0,25,110,-38,0,0,0,0,-22,0
"14336","Hottot-les-Bagues",495,580,510,466,551,475,0,0,0,0,0,0,9,0,0,0,85,0,0,0,0,0,-76,0
"14337","La Houblonnière",620,646,646,610,636,636,0,0,0,0,0,0,26,0,0,0,26,0,0,0,0,0,0,0
"14338","Houlgate",457,457,457,203,203,166,20,20,20,0,0,0,-37,0,0,0,0,0,0,0,0,0,-37,0
"14341","Ifs",411,469,567,72,38,21,0,0,0,0,0,0,-51,0,0,0,-34,0,0,0,0,0,-17,0
"14342","Isigny-sur-Mer",5213,5161,5036,5132,5080,4941,0,0,0,0,0,0,-191,0,0,0,-52,0,0,0,0,0,-139,0
"14343","Les Isles-Bardel",332,351,348,332,351,348,0,0,0,0,0,0,16,0,0,0,19,0,0,0,0,0,-3,0
"14344","Janville",375,373,374,329,327,374,0,0,0,0,0,0,45,0,0,0,-2,0,0,0,0,0,47,0
"14345","Jort",125,117,119,97,89,89,0,0,0,0,0,0,-8,0,0,0,-8,0,0,0,0,0,0,0
"14346","Juaye-Mondaye",596,784,734,596,784,734,0,0,0,0,0,0,138,0,0,0,188,0,0,0,0,0,-50,0
"14347","Dialan sur Chaîne",1603,1573,1561,1450,1439,1375,135,116,119,71,59,64,-75,-16,0,4,-11,-19,0,0,0,0,-64,3
"14348","Juvigny-sur-Seulles",110,113,102,110,113,100,0,0,0,0,0,0,-10,0,0,0,3,0,0,0,0,0,-13,0
"14349","Laize-Clinchamps",274,274,281,181,184,178,0,0,0,0,0,0,-3,0,0,0,3,0,0,0,0,0,-6,0
"14352","Landelles-et-Coupigny",1576,1597,1585,1543,1564,1548,0,0,0,0,0,0,5,0,0,0,21,0,0,0,0,0,-16,0
"14353","Landes-sur-Ajon",113,113,133,113,113,87,0,0,0,0,0,0,-26,0,0,0,0,0,0,0,0,0,-26,0
"14354","Langrune-sur-Mer",111,116,116,10,10,10,14,14,0,0,0,0,0,-14,0,0,0,0,0,0,0,0,0,-14
"14355","Ponts sur Seulles",339,381,383,279,316,318,0,0,0,0,0,0,39,0,0,0,37,0,0,0,0,0,2,0
"14357","Terres de Druance",2263,2492,2209,2233,2456,2209,30,36,0,23,25,0,-24,-30,0,0,223,6,0,0,0,0,-247,-36
"14358","Léaupartie",342,379,363,342,379,363,0,0,0,0,0,0,21,0,0,0,37,0,0,0,0,0,-16,0
"14360","Leffard",383,400,410,365,382,392,18,18,18,25,25,25,27,0,0,0,17,0,0,0,0,0,10,0
"14362","Lessard-et-le-Chêne",947,947,937,947,947,936,0,0,0,0,0,0,-11,0,0,0,0,0,0,0,0,0,-11,0
"14364","Lingèvres",761,1080,907,761,1080,907,0,0,0,0,0,0,146,0,0,0,319,0,0,0,0,0,-173,0
"14365","Lion-sur-Mer",105,125,116,0,0,0,21,21,0,0,0,0,0,-21,0,0,0,0,0,0,0,0,0,-21
"14366","Lisieux",1449,1449,1403,675,611,569,0,0,1,0,0,2,-106,1,0,0,-64,0,0,0,0,0,-42,1
"14367","Lison",905,902,902,844,900,899,59,0,0,33,0,0,55,-59,0,0,56,-59,0,0,0,0,-1,0
"14368","Lisores",1022,1050,1064,1020,1048,1062,2,2,2,6,6,6,42,0,0,0,28,0,0,0,0,0,14,0
"14369","Litteau",587,564,511,562,540,487,1,0,0,4,0,0,-75,-1,0,0,-22,-1,0,0,0,0,-53,0
"14370","Le Molay-Littry",2353,2589,2595,2185,2384,2371,0,37,37,0,8,8,186,37,0,0,199,37,0,0,0,0,-13,0
"14371","Livarot-Pays-d'Auge",13135,13644,13588,12338,12749,12638,620,718,762,249,333,348,300,142,0,6,411,98,0,0,0,6,-111,44
"14374","Les Loges",292,281,237,290,279,235,2,2,2,2,2,0,-55,0,0,0,-11,0,0,0,0,0,-44,0
"14375","Les Loges-Saulces",277,324,326,277,324,326,0,0,0,0,0,0,49,0,0,0,47,0,0,0,0,0,2,0
"14377","Longues-sur-Mer",305,385,331,222,302,248,59,59,59,0,0,0,26,0,0,0,80,0,0,0,0,0,-54,0
"14378","Longueville",540,547,568,507,514,534,0,0,0,0,0,0,27,0,0,0,7,0,0,0,0,0,20,0
"14379","Longvillers",168,179,191,168,179,191,0,0,0,0,0,0,23,0,0,0,11,0,0,0,0,0,12,0
"14380","Loucelles",116,151,139,116,151,119,0,0,0,0,0,0,3,0,0,0,35,0,0,0,0,0,-32,0
"14381","Louvagny",38,38,38,13,13,12,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0
"14383","Louvigny",189,356,380,96,255,241,0,0,0,0,0,0,145,0,0,0,159,0,0,0,0,0,-14,0
"14384","Luc-sur-Mer",183,188,188,27,27,27,15,15,0,0,0,0,0,-15,0,0,0,0,0,0,0,0,0,-15
"14385","Magny-en-Bessin",74,76,127,74,76,127,0,0,0,0,0,0,53,0,0,0,2,0,0,0,0,0,51,0
"14389","Maisoncelles-Pelvey",327,284,286,327,284,286,0,0,0,0,0,0,-41,0,0,0,-43,0,0,0,0,0,2,0
"14390","Maisoncelles-sur-Ajon",212,197,197,212,197,197,0,0,0,0,0,0,-15,0,0,0,-15,0,0,0,0,0,0,0
"14391","Maisons",376,376,377,376,376,377,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"14393","Maizet",281,236,241,281,236,240,0,0,0,0,0,0,-41,0,0,0,-45,0,0,0,0,0,4,0
"14394","Maizières",96,96,97,33,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14396","Maltot",77,81,95,43,46,46,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0
"14397","Mandeville-en-Bessin",626,716,715,599,689,689,3,3,3,6,6,6,90,0,0,0,90,0,0,0,0,0,0,0
"14398","Manerbe",1183,1308,1392,1181,1306,1390,0,0,0,0,0,0,209,0,0,0,125,0,0,0,0,0,84,0
"14399","Manneville-la-Pipard",637,629,629,594,586,586,43,43,43,38,38,38,-8,0,0,0,-8,0,0,0,0,0,0,0
"14400","Le Manoir",90,90,94,90,90,68,0,0,0,0,0,0,-22,0,0,0,0,0,0,0,0,0,-22,0
"14401","Manvieux",116,118,113,105,107,102,11,11,11,0,0,0,-3,0,0,0,2,0,0,0,0,0,-5,0
"14402","Le Marais-la-Chapelle",60,60,61,37,37,38,23,23,23,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"14403","Marolles",861,888,831,861,888,831,0,0,0,0,0,0,-30,0,0,0,27,0,0,0,0,0,-57,0
"14404","Martainville",292,292,305,284,284,297,8,8,8,0,0,0,13,0,0,0,0,0,0,0,0,0,13,0
"14405","Martigny-sur-l'Ante",431,359,376,383,311,328,0,0,0,0,0,0,-55,0,0,0,-72,0,0,0,0,0,17,0
"14406","Moulins-en-Bessin",209,304,368,155,250,268,0,0,0,0,0,0,113,0,0,0,95,0,0,0,0,0,18,0
"14407","Mathieu",169,189,209,84,100,89,0,0,0,0,0,0,5,0,0,0,16,0,0,0,0,0,-11,0
"14408","Saint-Martin-de-May",267,275,382,105,105,145,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,0
"14409","Merville-Franceville-Plage",806,903,922,416,509,501,171,171,178,5,5,5,85,7,0,0,93,0,0,0,0,0,-8,7
"14410","Méry-Bissières-en-Auge",731,724,727,685,678,677,1,1,1,4,4,4,-8,0,0,0,-7,0,0,0,0,0,-1,0
"14411","Meslay",382,414,409,225,253,254,113,113,107,40,54,54,29,-6,0,0,28,0,0,0,0,0,1,-6
"14412","Le Mesnil-au-Grain",78,69,70,78,69,70,0,0,0,0,0,0,-8,0,0,0,-9,0,0,0,0,0,1,0
"14419","Le Mesnil-Eudes",825,825,825,788,788,746,37,37,37,56,56,56,-42,0,0,0,0,0,0,0,0,0,-42,0
"14421","Le Mesnil-Guillaume",450,450,450,405,405,379,45,45,45,45,45,45,-26,0,0,0,0,0,0,0,0,0,-26,0
"14424","Le Mesnil-Robert",296,286,301,293,283,294,0,0,0,0,0,0,1,0,0,0,-10,0,0,0,0,0,11,0
"14425","Le Mesnil-Simon",876,876,815,834,834,775,34,34,32,40,40,36,-59,-2,0,2,0,0,0,0,0,2,-59,-2
"14426","Le Mesnil-sur-Blangy",574,574,606,574,574,606,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,32,0
"14427","Le Mesnil-Villement",259,259,259,233,233,232,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0
"14430","Meuvaines",189,189,189,146,146,152,12,12,0,0,0,0,6,-12,0,0,0,0,0,0,0,0,6,-12
"14431","Mézidon Vallée d'Auge",6475,6884,6780,6062,6431,6314,0,40,0,0,4,0,252,0,0,0,369,40,0,0,0,0,-117,-40
"14435","Les Monceaux",415,440,440,415,440,440,0,0,0,0,0,0,25,0,0,0,25,0,0,0,0,0,0,0
"14436","Monceaux-en-Bessin",380,379,328,347,346,284,0,0,0,0,0,0,-63,0,0,0,-1,0,0,0,0,0,-62,0
"14437","Mondeville",854,867,899,50,21,23,5,5,5,0,0,0,-27,0,0,0,-29,0,0,0,0,0,2,0
"14438","Mondrainville",103,124,73,100,100,40,0,0,0,0,0,0,-60,0,0,0,0,0,0,0,0,0,-60,0
"14439","Monfréville",726,759,759,726,759,759,0,0,0,0,0,0,33,0,0,0,33,0,0,0,0,0,0,0
"14445","Montfiquet",317,277,251,225,225,251,92,52,0,20,1,0,26,-92,0,0,0,-40,0,0,0,0,26,-52
"14446","Montigny",187,171,172,187,171,172,0,0,0,0,0,0,-15,0,0,0,-16,0,0,0,0,0,1,0
"14448","Montreuil-en-Auge",221,252,252,221,252,252,0,0,0,0,0,0,31,0,0,0,31,0,0,0,0,0,0,0
"14449","Monts-en-Bessin",471,630,645,471,630,644,0,0,0,0,0,0,173,0,0,0,159,0,0,0,0,0,14,0
"14452","Morteaux-Coulibœuf",142,142,147,39,39,39,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14453","Mosles",259,436,435,258,435,434,1,1,1,0,0,0,176,0,0,0,177,0,0,0,0,0,-1,0
"14454","Mouen",206,206,251,72,72,62,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,-10,0
"14455","Moulines",351,351,354,279,279,252,72,72,73,5,5,5,-27,1,0,0,0,0,0,0,0,0,-27,1
"14456","Moult-Chicheboville",759,754,789,545,545,537,9,9,9,0,0,0,-8,0,0,0,0,0,0,0,0,0,-8,0
"14457","Les Moutiers-en-Auge",402,454,451,392,444,441,10,10,10,0,0,0,49,0,0,0,52,0,0,0,0,0,-3,0
"14458","Les Moutiers-en-Cinglais",238,273,328,227,262,280,11,11,11,0,0,0,53,0,0,0,35,0,0,0,0,0,18,0
"14460","Moyaux",943,916,907,891,864,850,0,0,0,0,0,0,-41,0,0,0,-27,0,0,0,0,0,-14,0
"14461","Mutrécy",341,329,327,341,294,290,0,0,0,0,0,0,-51,0,0,0,-47,0,0,0,0,0,-4,0
"14465","Nonant",364,355,305,362,353,244,0,0,0,0,0,0,-118,0,0,0,-9,0,0,0,0,0,-109,0
"14466","Norolles",480,451,470,480,451,451,0,0,19,0,0,0,-29,19,0,0,-29,0,0,0,0,0,0,19
"14467","Noron-l'Abbaye",381,418,418,369,406,406,12,12,12,11,20,20,37,0,0,0,37,0,0,0,0,0,0,0
"14468","Noron-la-Poterie",352,358,358,317,323,314,0,0,0,0,0,0,-3,0,0,0,6,0,0,0,0,0,-9,0
"14469","Norrey-en-Auge",465,437,438,437,409,410,28,28,28,0,0,0,-27,0,0,0,-28,0,0,0,0,0,1,0
"14473","Notre-Dame-de-Livaye",237,237,237,237,237,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14474","Notre-Dame-d'Estrées-Corbon",1172,1190,1161,1144,1189,1160,28,1,1,33,2,2,16,-27,0,0,45,-27,0,0,0,0,-29,0
"14475","Val d'Arry",1089,1164,1225,1042,1117,1139,0,0,0,0,0,0,97,0,0,0,75,0,0,0,0,0,22,0
"14476","Olendon",72,72,71,14,14,13,28,28,28,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0
"14478","Orbec",898,898,905,617,617,621,146,146,145,58,58,59,4,-1,0,1,0,0,0,0,0,1,4,-1
"14480","Osmanville",918,916,914,899,897,840,0,0,0,0,0,0,-59,0,0,0,-2,0,0,0,0,0,-57,0
"14482","Ouézy",157,170,169,128,141,141,0,0,0,0,0,0,13,0,0,0,13,0,0,0,0,0,0,0
"14483","Ouffières",251,251,241,251,251,241,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,-10,0
"14484","Ouilly-du-Houley",603,605,584,603,605,584,0,0,0,0,0,0,-19,0,0,0,2,0,0,0,0,0,-21,0
"14486","Ouilly-le-Tesson",326,326,327,199,199,197,47,47,47,0,0,0,-2,0,0,0,0,0,0,0,0,0,-2,0
"14487","Ouilly-le-Vicomte",727,800,826,687,759,749,0,0,26,0,0,15,62,26,0,0,72,0,0,0,0,0,-10,26
"14488","Ouistreham",579,607,602,133,108,108,42,42,0,0,0,0,-25,-42,0,0,-25,0,0,0,0,0,0,-42
"14491","Parfouru-sur-Odon",200,200,228,200,200,228,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,28,0
"14492","Pennedepie",503,502,501,503,502,501,0,0,0,0,0,0,-2,0,0,0,-1,0,0,0,0,0,-1,0
"14494","Périers-en-Auge",472,595,595,463,586,576,0,0,0,0,0,0,113,0,0,0,123,0,0,0,0,0,-10,0
"14495","Périers-sur-le-Dan",76,45,50,31,2,2,0,0,0,0,0,0,-29,0,0,0,-29,0,0,0,0,0,0,0
"14496","Périgny",196,205,171,192,201,171,4,4,0,7,7,0,-21,-4,0,0,9,0,0,0,0,0,-30,-4
"14497","Perrières",115,118,122,29,29,29,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14498","Pertheville-Ners",225,225,226,209,209,210,16,16,16,11,11,11,1,0,0,0,0,0,0,0,0,0,1,0
"14499","Petiville",197,197,196,197,197,166,0,0,0,0,0,0,-31,0,0,0,0,0,0,0,0,0,-31,0
"14500","Pierrefitte-en-Auge",541,540,538,500,499,496,41,41,42,42,42,42,-4,1,1,0,-1,0,0,0,1,0,-3,1
"14501","Pierrefitte-en-Cinglais",394,492,483,391,489,480,3,3,3,1,8,8,89,0,0,0,98,0,0,0,0,0,-9,0
"14502","Pierrepont",185,185,186,185,185,186,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"14504","Le Pin",701,742,743,657,698,700,44,44,43,53,53,53,43,-1,0,1,41,0,0,0,0,1,2,-1
"14506","Planquery",580,628,613,580,628,613,0,0,0,0,0,0,33,0,0,0,48,0,0,0,0,0,-15,0
"14509","Plumetot",27,27,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14510","La Pommeraye",216,248,247,216,248,247,0,0,0,0,0,0,31,0,0,0,32,0,0,0,0,0,-1,0
"14511","Pont-Bellanger",210,210,211,210,210,211,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"14512","Pontécoulant",196,252,252,196,252,252,0,0,0,0,0,0,56,0,0,0,56,0,0,0,0,0,0,0
"14514","Pont-l'Évêque",1326,1335,1343,1058,1062,995,33,33,34,33,33,34,-63,1,1,0,4,0,0,0,1,0,-67,1
"14515","Port-en-Bessin-Huppain",418,436,415,183,174,108,28,28,5,4,4,0,-75,-23,0,2,-9,0,0,0,0,2,-66,-23
"14516","Potigny",177,177,171,77,77,53,0,0,0,0,0,0,-24,0,0,0,0,0,0,0,0,0,-24,0
"14519","Préaux-Bocage",358,333,328,358,333,328,0,0,0,0,0,0,-30,0,0,0,-25,0,0,0,0,0,-5,0
"14520","Le Pré-d'Auge",1144,1145,1147,1116,1117,1112,0,0,0,0,0,0,-4,0,0,0,1,0,0,0,0,0,-5,0
